Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Phagosome_Homo sapiens_hsa04145	11/154	0.830981088636779663403331142035312950611114501953125	0.99999999956408114343275883584283292293548583984375	0.6294961634111804205105045184609480202198028564453125	0.999999966826454311785710160620510578155517578125	2.2784043036463646	-0.42184255079776706	ATP6V1G1;HLA-DMA;HLA-DRB4;HLA-DMB;CLEC7A;HLA-DPB1;HLA-DRA;HLA-DRB3;HLA-DQA1;HLA-DQB1;HLA-DPA1
Arginine and proline metabolism_Homo sapiens_hsa00330	2/50	0.94755644435483377119311398928402923047542572021484375	0.99999999956408114343275883584283292293548583984375	0.89235999332701221309349648436182178556919097900390625	0.999999966826454311785710160620510578155517578125	7.853350454266494	-0.42305034443999534	AMD1;AGMAT
Ovarian steroidogenesis_Homo sapiens_hsa04913	2/50	0.94755644435483377119311398928402923047542572021484375	0.99999999956408114343275883584283292293548583984375	0.89235999332701221309349648436182178556919097900390625	0.999999966826454311785710160620510578155517578125	7.898237525795638	-0.42546835585842	ADCY9;PRKACB
Purine metabolism_Homo sapiens_hsa00230	14/176	0.72840379379524577974081012143869884312152862548828125	0.99999999956408114343275883584283292293548583984375	0.4812154934398709116294412524439394474029541015625	0.999999966826454311785710160620510578155517578125	1.349031381908842	-0.4275076709036415	PNPT1;PDE3B;GMPS;AMPD2;AK5;DCK;CECR1;ADCY9;POLR1D;POLR1E;ENPP3;ADPRM;PDE7A;PDE8A
Renin secretion_Homo sapiens_hsa04924	7/64	0.3558249917697977604547077135066501796245574951171875	0.99999999956408114343275883584283292293548583984375	0.23674113408580754747134733406710438430309295654296875	0.879324212318713716030060822959057986736297607421875	0.4140024827721925	-0.42779549926320987	PTGER4;PPP3R1;PPP3CC;PDE3B;ITPR1;PLCB1;PRKACB
DNA replication_Homo sapiens_hsa03030	1/36	0.966899427877430550637427586480043828487396240234375	0.99999999956408114343275883584283292293548583984375	0.9346509822136936929126704853842966258525848388671875	0.999999966826454311785710160620510578155517578125	12.755217275337259	-0.42935073093790516	RNASEH2B
Insulin secretion_Homo sapiens_hsa04911	5/85	0.89183027325675412466665648025809787213802337646484375	0.99999999956408114343275883584283292293548583984375	0.7746517661257887876757877165800891816616058349609375	0.999999966826454311785710160620510578155517578125	3.8111022604691938	-0.43629285684877045	CAMK2D;ADCY9;ATP1A1;PLCB1;PRKACB
Tight junction_Homo sapiens_hsa04530	11/139	0.71948483532711693388961293749161995947360992431640625	0.99999999956408114343275883584283292293548583984375	0.4996277803791564497970512093161232769489288330078125	0.999999966826454311785710160620510578155517578125	1.3267410908419126	-0.4367894757960113	YES1;PRKCH;MRAS;EPB41;PPP2R2B;AKT3;CASK;PRKCQ;INADL;SPTAN1;LLGL2
Rap1 signaling pathway_Homo sapiens_hsa04015	16/211	0.8016468893612567203632579548866488039493560791015625	0.99999999956408114343275883584283292293548583984375	0.54836497966249420077389231664710678160190582275390625	0.999999966826454311785710160620510578155517578125	1.98366608704601	-0.4385628945780348	CSF1R;PIK3R1;ITGAL;RAP1B;TIAM1;ADCY9;MRAS;PDGFD;AKT3;KRIT1;PLCG1;PLCB1;RAPGEF6;RALGDS;SKAP1;LAT
Leukocyte transendothelial migration_Homo sapiens_hsa04670	8/118	0.8459323167958359146467728351126424968242645263671875	0.99999999956408114343275883584283292293548583984375	0.67877361352110210379606769492966122925281524658203125	0.999999966826454311785710160620510578155517578125	2.6323033205035697	-0.44042626854060224	RAP1B;ITK;ITGA4;TXK;RHOH;PIK3R1;PLCG1;ITGAL
TNF signaling pathway_Homo sapiens_hsa04668	9/110	0.6700405034862890740754437501891516149044036865234375	0.99999999956408114343275883584283292293548583984375	0.470980599622220441613507091460633091628551483154296875	0.999999966826454311785710160620510578155517578125	1.1008703041646535	-0.4408073116888769	MAPK8;CASP8;RPS6KA5;CCL5;AKT3;TRAF5;TRAF1;PIK3R1;MAP3K14
Vascular smooth muscle contraction_Homo sapiens_hsa04270	8/120	0.8585101648915978156395567566505633294582366943359375	0.99999999956408114343275883584283292293548583984375	0.69580545918712488617785538735915906727313995361328125	0.999999966826454311785710160620510578155517578125	2.904916066868876	-0.4431645786484435	PPP1CB;PPP1CC;ADCY9;PRKCH;ITPR1;PRKCQ;PLCB1;PRKACB
AMPK signaling pathway_Homo sapiens_hsa04152	10/124	0.69147458435403608145719545063911937177181243896484375	0.99999999956408114343275883584283292293548583984375	0.481294912851684630883397630896070040762424468994140625	0.999999966826454311785710160620510578155517578125	1.202024296707195	-0.44346148102867977	RPTOR;PPP2R2B;AKT3;SCD5;PRKAG2;PIK3R1;PPP2R5C;EEF2;SIRT1;FOXO1
Morphine addiction_Homo sapiens_hsa05032	8/91	0.5845187138481933164513293377240188419818878173828125	0.99999999956408114343275883584283292293548583984375	0.404238215112066978651483850626391358673572540283203125	0.999999966826454311785710160620510578155517578125	0.8350789270902392	-0.44840939344953445	ADCY9;ADRBK2;PDE3B;ARRB1;GNB5;PDE7A;PDE8A;PRKACB
Cocaine addiction_Homo sapiens_hsa05030	2/49	0.94330257790520810612377999859745614230632781982421875	0.99999999956408114343275883584283292293548583984375	0.88588092440213206391064204581198282539844512939453125	0.999999966826454311785710160620510578155517578125	7.717329876040482	-0.4504465029650804	PRKACB;RGS9
Proteoglycans in cancer_Homo sapiens_hsa05205	16/203	0.75084186344185199768475058590411208570003509521484375	0.99999999956408114343275883584283292293548583984375	0.488591226663858069212409418469178490340709686279296875	0.999999966826454311785710160620510578155517578125	1.5844208566136604	-0.45403198508855225	SMAD2;CAMK2D;SDC2;PTCH1;RPS6;ITPR1;CBLB;PIK3R1;PPP1CB;PPP1CC;TIAM1;MRAS;AKT3;PLCG1;PRKACB;EIF4B
Jak-STAT signaling pathway_Homo sapiens_hsa04630	12/158	0.77454250901181842525744514205143786966800689697265625	0.99999999956408114343275883584283292293548583984375	0.55036801481526886892226002601091749966144561767578125	0.999999966826454311785710160620510578155517578125	1.7808713461014347	-0.45498188197746064	IL23A;IL10RA;AKT3;IL2RB;IL21R;BCL2;STAT4;PIK3R1;IL7R;PIAS2;IL12RB2;JAK1
N-Glycan biosynthesis_Homo sapiens_hsa00510	2/49	0.94330257790520810612377999859745614230632781982421875	0.99999999956408114343275883584283292293548583984375	0.88588092440213206391064204581198282539844512939453125	0.999999966826454311785710160620510578155517578125	7.89617500817572	-0.4608853679140514	MGAT4A;MAN1C1
Pathways in cancer_Homo sapiens_hsa05200	32/397	0.77528671233590140676739110858761705458164215087890625	0.99999999956408114343275883584283292293548583984375	0.407999394789640756897597384522669017314910888671875	0.999999966826454311785710160620510578155517578125	1.814151136286956	-0.4617420406554329	PTGER4;CSF1R;LEF1;CUL2;TCF7;CBLB;PIK3R1;STK4;ETS1;RASGRP1;FOXO1;MAPK8;CASP8;AKT3;PLCG1;PRKACB;RALGDS;JAK1;SMAD2;SMAD4;DAPK1;PTCH1;FLT3LG;TRAF1;PIAS2;TGFBR2;ADCY9;TRAF5;BCL2;ITGA6;GNB5;PLCB1
Notch signaling pathway_Homo sapiens_hsa04330	2/48	0.93872152920369700268565793521702289581298828125	0.99999999956408114343275883584283292293548583984375	0.8790425246592910024645561861689202487468719482421875	0.999999966826454311785710160620510578155517578125	7.372489893006401	-0.46620975507534146	MAML2;DTX3
cAMP signaling pathway_Homo sapiens_hsa04024	15/199	0.802915589849007016454152108053676784038543701171875	0.99999999956408114343275883584283292293548583984375	0.55815855302213090993745936430059373378753662109375	0.999999966826454311785710160620510578155517578125	2.1393928989974476	-0.4696089124540201	CAMK2D;PTCH1;PDE3B;PIK3R1;ATP1A1;ATP2B1;RAP1B;PPP1CB;PPP1CC;TIAM1;MAPK8;ADCY9;CAMK4;AKT3;PRKACB
Pyrimidine metabolism_Homo sapiens_hsa00240	7/105	0.846427173126598209051962840021587908267974853515625	0.99999999956408114343275883584283292293548583984375	0.6901122221003526124860627533053047955036163330078125	0.999999966826454311785710160620510578155517578125	2.8780237854971884	-0.47985611198327344	DCTD;PNPT1;POLR1D;CMPK1;POLR1E;UPRT;DCK
Arachidonic acid metabolism_Homo sapiens_hsa00590	3/62	0.927171224651683445472372113727033138275146484375	0.99999999956408114343275883584283292293548583984375	0.84948371046085735525110749222221784293651580810546875	0.999999966826454311785710160620510578155517578125	6.357595830845132	-0.48074246451161207	CYP2U1;EPHX2;PTGDS
Cell cycle_Homo sapiens_hsa04110	9/124	0.79801108633553707871755023006699047982692718505859375	0.99999999956408114343275883584283292293548583984375	0.6077526773778021418337402792531065642833709716796875	0.999999966826454311785710160620510578155517578125	2.159893675125911	-0.4873428338141292	SMAD2;RBL2;CDKN1C;SMAD4;DBF4;TFDP2;CCNH;CDC14A;ATR
Fatty acid metabolism_Homo sapiens_hsa01212	2/48	0.93872152920369700268565793521702289581298828125	0.99999999956408114343275883584283292293548583984375	0.8790425246592910024645561861689202487468719482421875	0.999999966826454311785710160620510578155517578125	7.709853965610833	-0.48754344612717065	SCD5;ACADSB
Axon guidance_Homo sapiens_hsa04360	10/127	0.719782625999318526055503753013908863067626953125	0.99999999956408114343275883584283292293548583984375	0.510025547045234617371534113772213459014892578125	0.999999966826454311785710160620510578155517578125	1.5122571737314205	-0.4972392638567015	EPHB6;EPHA4;ABLIM1;PPP3R1;PPP3CC;SEMA4C;NFATC3;NFATC2;SEMA4F;FYN
Type II diabetes mellitus_Homo sapiens_hsa04930	2/48	0.93872152920369700268565793521702289581298828125	0.99999999956408114343275883584283292293548583984375	0.8790425246592910024645561861689202487468719482421875	0.999999966826454311785710160620510578155517578125	7.86806249352153	-0.4975479846370226	MAPK8;PIK3R1
ECM-receptor interaction_Homo sapiens_hsa04512	5/82	0.87306225103789458774627973980386741459369659423828125	0.99999999956408114343275883584283292293548583984375	0.7485548135013460058218015547026880085468292236328125	0.999999966826454311785710160620510578155517578125	3.695482147606876	-0.5016558577015484	ITGA4;COL6A2;ITGB8;ITGA6;CD47
Circadian entrainment_Homo sapiens_hsa04713	8/95	0.63392967846023495770424460715730674564838409423828125	0.99999999956408114343275883584283292293548583984375	0.44827657924461805638571831877925433218479156494140625	0.999999966826454311785710160620510578155517578125	1.1116387942810395	-0.5067041359256792	CAMK2D;ADCY9;PER3;RPS6KA5;ITPR1;GNB5;PLCB1;PRKACB
Adipocytokine signaling pathway_Homo sapiens_hsa04920	4/70	0.88698966338813900467386019954574294388294219970703125	0.99999999956408114343275883584283292293548583984375	0.77976957025537674272896992988535203039646148681640625	0.999999966826454311785710160620510578155517578125	4.30824862124213	-0.5166535765730252	MAPK8;AKT3;PRKAG2;PRKCQ
Glycerophospholipid metabolism_Homo sapiens_hsa00564	8/95	0.63392967846023495770424460715730674564838409423828125	0.99999999956408114343275883584283292293548583984375	0.44827657924461805638571831877925433218479156494140625	0.999999966826454311785710160620510578155517578125	1.1575424852517124	-0.5276278300147628	DGKE;PTDSS1;DGKA;DGKQ;ETNK1;GPD1L;LPIN1;ADPRM
RIG-I-like receptor signaling pathway_Homo sapiens_hsa04622	4/70	0.88698966338813900467386019954574294388294219970703125	0.99999999956408114343275883584283292293548583984375	0.77976957025537674272896992988535203039646148681640625	0.999999966826454311785710160620510578155517578125	4.4632420584322015	-0.5352406918278801	CYLD;MAPK8;CASP8;RNF125
HIF-1 signaling pathway_Homo sapiens_hsa04066	8/103	0.72212491857433069863958507994539104402065277099609375	0.99999999956408114343275883584283292293548583984375	0.5342878011822598249835891692782752215862274169921875	0.999999966826454311785710160620510578155517578125	1.6540578348062487	-0.5384903341890948	CAMK2D;RPS6;AKT3;CUL2;BCL2;PIK3R1;PLCG1;ENO2
Progesterone-mediated oocyte maturation_Homo sapiens_hsa04914	7/98	0.79217862425524721015079876451636664569377899169921875	0.99999999956408114343275883584283292293548583984375	0.623091676962391094463100671418942511081695556640625	0.999999966826454311785710160620510578155517578125	2.312492011765628	-0.538737510624374	MAPK8;ADCY9;AKT3;PDE3B;SPDYA;PIK3R1;PRKACB
Base excision repair_Homo sapiens_hsa03410	1/33	0.9560165364578916413762499360018409788608551025390625	0.99999999956408114343275883584283292293548583984375	0.91843079289388318553477574823773466050624847412109375	0.999999966826454311785710160620510578155517578125	12.08313541824545	-0.5435002591728602	APEX1
Retrograde endocannabinoid signaling_Homo sapiens_hsa04723	7/101	0.81699902802285173653018546247039921581745147705078125	0.99999999956408114343275883584283292293548583984375	0.65277364601374154862156728995614685118198394775390625	0.999999966826454311785710160620510578155517578125	2.7072301983332148	-0.5471782579953143	MAPK8;ADCY9;DAGLA;ITPR1;GNB5;PLCB1;PRKACB
Fc gamma R-mediated phagocytosis_Homo sapiens_hsa04666	7/93	0.74531762788860878021779399205115623772144317626953125	0.99999999956408114343275883584283292293548583984375	0.5706915515601982402671410454786382615566253662109375	0.999999966826454311785710160620510578155517578125	1.9427420165620324	-0.5710589238124215	MARCKSL1;BIN1;AKT3;PIK3R1;PLCG1;LAT;ARF6
Salivary secretion_Homo sapiens_hsa04970	6/89	0.82514548859648473300154591925092972815036773681640625	0.99999999956408114343275883584283292293548583984375	0.67462919450393121767461934723542071878910064697265625	0.999999966826454311785710160620510578155517578125	3.0275845272022557	-0.5818882987523298	ADCY9;ITPR1;ATP1A1;ATP2B1;PLCB1;PRKACB
Fructose and mannose metabolism_Homo sapiens_hsa00051	1/32	0.9516455541751043245568553174962289631366729736328125	0.99999999956408114343275883584283292293548583984375	0.91217602353043203411431250060559250414371490478515625	0.999999966826454311785710160620510578155517578125	11.985423907106489	-0.5940291372240326	ENOSF1
Gap junction_Homo sapiens_hsa04540	6/88	0.8168959272845193186896040060673840343952178955078125	0.99999999956408114343275883584283292293548583984375	0.66455683901818485281864923308603465557098388671875	0.999999966826454311785710160620510578155517578125	2.9494371993269923	-0.5965047270306679	ADCY9;PDGFD;ITPR1;PLCB1;PRKACB;MAP2K5
ErbB signaling pathway_Homo sapiens_hsa04012	6/87	0.80834229118448741591151929242187179625034332275390625	0.99999999956408114343275883584283292293548583984375	0.65429143217214658090341572460602037608623504638671875	0.999999966826454311785710160620510578155517578125	2.8221179938333063	-0.6004611494191977	CAMK2D;MAPK8;AKT3;CBLB;PIK3R1;PLCG1
Prostate cancer_Homo sapiens_hsa05215	7/89	0.7027769959831531298988238631864078342914581298828125	0.99999999956408114343275883584283292293548583984375	0.52647430932460126395966426571249030530452728271484375	0.999999966826454311785710160620510578155517578125	1.7375597545207102	-0.6128645271924554	PDGFD;LEF1;AKT3;TCF7;BCL2;PIK3R1;FOXO1
GnRH signaling pathway_Homo sapiens_hsa04912	7/91	0.724609452893706151854757990804500877857208251953125	0.99999999956408114343275883584283292293548583984375	0.5488118760334883550200402169139124453067779541015625	0.999999966826454311785710160620510578155517578125	1.9255369609423014	-0.6202586929259754	CAMK2D;MAPK8;ADCY9;ITPR1;PLCB1;PRKACB;MAP3K4
Valine, leucine and isoleucine degradation_Homo sapiens_hsa00280	6/48	0.26297036446934729525537477456964552402496337890625	0.99999999956408114343275883584283292293548583984375	0.1814831859482421705376253839858691208064556121826171875	0.80524038341384052142046812150510959327220916748046875	0.4676889436214334	-0.6246986396051847	PCCA;HIBADH;AUH;IVD;MCCC1;ACADSB
Dilated cardiomyopathy_Homo sapiens_hsa05414	7/90	0.713833242173650628359382608323357999324798583984375	0.99999999956408114343275883584283292293548583984375	0.53769713967085597250417094983276911079883575439453125	0.999999966826454311785710160620510578155517578125	1.8555022982689928	-0.6255007690543186	CACNB1;ADCY9;ITGA4;CACNA2D2;ITGB8;ITGA6;PRKACB
Small cell lung cancer_Homo sapiens_hsa05222	7/86	0.66795052248473274492113205269561149179935455322265625	0.99999999956408114343275883584283292293548583984375	0.492227600508544027579915791648090817034244537353515625	0.999999966826454311785710160620510578155517578125	1.571520991238976	-0.6341734294244761	AKT3;TRAF5;BCL2;ITGA6;TRAF1;PIK3R1;PIAS2
Ether lipid metabolism_Homo sapiens_hsa00565	2/45	0.92277856015876402739905870475922711193561553955078125	0.99999999956408114343275883584283292293548583984375	0.8561992317304272237521445276797749102115631103515625	0.999999966826454311785710160620510578155517578125	7.897122670750923	-0.6346600532921461	PLA2G7;PAFAH2
Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008	7/89	0.7027769959831531298988238631864078342914581298828125	0.99999999956408114343275883584283292293548583984375	0.52647430932460126395966426571249030530452728271484375	0.999999966826454311785710160620510578155517578125	1.8357502539809474	-0.6474978535398931	FBL;RBM28;LSG1;SBDS;WDR75;SPATA5;MDN1
Arrhythmogenic right ventricular cardiomyopathy (ARVC)_Homo sapiens_hsa05412	7/74	0.50652864489003091019725388832739554345607757568359375	0.99999999956408114343275883584283292293548583984375	0.350676295348677558028072098750271834433078765869140625	0.999999966826454311785710160620510578155517578125	0.9774726817673773	-0.6648518971071155	CACNB1;ITGA4;LEF1;TCF7;CACNA2D2;ITGB8;ITGA6
Legionellosis_Homo sapiens_hsa05134	3/55	0.88435586631248896960499905617325566709041595458984375	0.99999999956408114343275883584283292293548583984375	0.78971736167251160853908231729292310774326324462890625	0.999999966826454311785710160620510578155517578125	5.659394466011743	-0.6955154349130586	EEF1A1;CLK1;CASP8
Vasopressin-regulated water reabsorption_Homo sapiens_hsa04962	2/44	0.91664520218885947588915996675495989620685577392578125	0.99999999956408114343275883584283292293548583984375	0.84774904753257473988270476183970458805561065673828125	0.999999966826454311785710160620510578155517578125	8.005555633265631	-0.6967618778536209	ADCY9;PRKACB
Peroxisome_Homo sapiens_hsa04146	6/83	0.7709929689711574329891163870343007147312164306640625	0.99999999956408114343275883584283292293548583984375	0.61136037587550295935301392091787420213222503662109375	0.999999966826454311785710160620510578155517578125	2.6873480192313246	-0.6989147901585857	ABCD2;PEX3;EPHX2;ECI2;HACL1;CROT
Chronic myeloid leukemia_Homo sapiens_hsa05220	5/73	0.7996561815209368706547365945880301296710968017578125	0.99999999956408114343275883584283292293548583984375	0.65719750123420028753429278367548249661922454833984375	0.999999966826454311785710160620510578155517578125	3.1382303232544753	-0.7016248760501586	SMAD4;AKT3;CBLB;PIK3R1;TGFBR2
Gastric acid secretion_Homo sapiens_hsa04971	6/74	0.66789525567316154752717238807235844433307647705078125	0.99999999956408114343275883584283292293548583984375	0.50514170340762920563548732388881035149097442626953125	0.999999966826454311785710160620510578155517578125	1.7630100436933693	-0.711593025936484	CAMK2D;ADCY9;ITPR1;ATP1A1;PLCB1;PRKACB
Bacterial invasion of epithelial cells_Homo sapiens_hsa05100	6/78	0.71700482705499890556666287011466920375823974609375	0.99999999956408114343275883584283292293548583984375	0.55381385677526651090119003129075281322002410888671875	0.999999966826454311785710160620510578155517578125	2.1572056602797547	-0.7176434446430131	SEPT9;SEPT6;SEPT1;CBLB;PIK3R1;CD2AP
Basal cell carcinoma_Homo sapiens_hsa05217	3/55	0.88435586631248896960499905617325566709041595458984375	0.99999999956408114343275883584283292293548583984375	0.78971736167251160853908231729292310774326324462890625	0.999999966826454311785710160620510578155517578125	5.882839536278928	-0.722975880753933	PTCH1;LEF1;TCF7
Fatty acid degradation_Homo sapiens_hsa00071	2/44	0.91664520218885947588915996675495989620685577392578125	0.99999999956408114343275883584283292293548583984375	0.84774904753257473988270476183970458805561065673828125	0.999999966826454311785710160620510578155517578125	8.364218933433673	-0.7279780639611578	ECI2;ACADSB
Prion diseases_Homo sapiens_hsa05020	5/35	0.2046105125358018417269789779311395250260829925537109375	0.99999999956408114343275883584283292293548583984375	0.15055348920878908192122480613761581480503082275390625	0.731327181511272073066720622591674327850341796875	0.4614713515923693	-0.732192156756131	PRNP;CCL5;NCAM1;FYN;PRKACB
Citrate cycle (TCA cycle)_Homo sapiens_hsa00020	1/30	0.94155815782283591719448168078088201582431793212890625	0.99999999956408114343275883584283292293548583984375	0.89819396742650969844845576517400331795215606689453125	0.999999966826454311785710160620510578155517578125	12.498064682527863	-0.752622973553418	SUCLG2
Hypertrophic cardiomyopathy (HCM)_Homo sapiens_hsa05410	6/83	0.7709929689711574329891163870343007147312164306640625	0.99999999956408114343275883584283292293548583984375	0.61136037587550295935301392091787420213222503662109375	0.999999966826454311785710160620510578155517578125	2.896895102128634	-0.753412962491847	CACNB1;ITGA4;CACNA2D2;PRKAG2;ITGB8;ITGA6
Glioma_Homo sapiens_hsa05214	4/65	0.84959554576390561297927206396707333624362945556640625	0.99999999956408114343275883584283292293548583984375	0.73100929630222977184672572548151947557926177978515625	0.999999966826454311785710160620510578155517578125	4.6503839726636125	-0.7579887369019623	CAMK2D;AKT3;PIK3R1;PLCG1
Inositol phosphate metabolism_Homo sapiens_hsa00562	6/71	0.6277104840533522800427590482286177575588226318359375	0.99999999956408114343275883584283292293548583984375	0.46744208211712834355466839042492210865020751953125	0.999999966826454311785710160620510578155517578125	1.6473217103990865	-0.7671185661121573	ITPKB;INPP4B;PIP4K2A;PLCG1;PLCB1;PI4K2A
Bile secretion_Homo sapiens_hsa04976	5/71	0.77943524536199870755837082469952292740345001220703125	0.99999999956408114343275883584283292293548583984375	0.6342606816031286509627307168557308614253997802734375	0.999999966826454311785710160620510578155517578125	3.2180600047267123	-0.8018944253543435	ABCB1;ADCY9;ATP1A1;SLC4A4;PRKACB
Dorso-ventral axis formation_Homo sapiens_hsa04320	1/27	0.92235045401058035619001884697354398667812347412109375	0.99999999956408114343275883584283292293548583984375	0.872948172990678727956037619151175022125244140625	0.999999966826454311785710160620510578155517578125	10.13517904439335	-0.8192267824524291	ETS1
Nicotinate and nicotinamide metabolism_Homo sapiens_hsa00760	1/29	0.93575129198705375710432008418138138949871063232421875	0.99999999956408114343275883584283292293548583984375	0.8903907829725792311137411161325871944427490234375	0.999999966826454311785710160620510578155517578125	12.545777121433606	-0.833109248766549	ENPP3
Thyroid hormone synthesis_Homo sapiens_hsa04918	5/71	0.77943524536199870755837082469952292740345001220703125	0.99999999956408114343275883584283292293548583984375	0.6342606816031286509627307168557308614253997802734375	0.999999966826454311785710160620510578155517578125	3.3531233954707576	-0.8355502863227605	ADCY9;ITPR1;ATP1A1;PLCB1;PRKACB
Bladder cancer_Homo sapiens_hsa05219	2/41	0.89538789930379769632651232313946820795536041259765625	0.99999999956408114343275883584283292293548583984375	0.8196289062912784917358521852293051779270172119140625	0.999999966826454311785710160620510578155517578125	7.645369193253676	-0.8447998977856718	RPS6KA5;DAPK1
Glyoxylate and dicarboxylate metabolism_Homo sapiens_hsa00630	1/28	0.92936779895192278555526854688650928437709808349609375	0.99999999956408114343275883584283292293548583984375	0.88199070690676972805732702909153886139392852783203125	0.999999966826454311785710160620510578155517578125	11.927728111283159	-0.8737145536418376	PCCA
Renal cell carcinoma_Homo sapiens_hsa05211	5/66	0.7220784003256548455595975610776804387569427490234375	0.99999999956408114343275883584283292293548583984375	0.57301044967862224677190852162311784923076629638671875	0.999999966826454311785710160620510578155517578125	2.6995297983484017	-0.8790250995503411	RAP1B;AKT3;CUL2;PIK3R1;ETS1
Epithelial cell signaling in Helicobacter pylori infection_Homo sapiens_hsa05120	5/68	0.74620772281641201129076534925843589007854461669921875	0.99999999956408114343275883584283292293548583984375	0.59815436404806388015487073062104173004627227783203125	0.999999966826454311785710160620510578155517578125	3.0523699970107536	-0.8935851892353522	ATP6V1G1;MAPK8;CCL5;PLCG1;MAP3K14
Regulation of lipolysis in adipocytes_Homo sapiens_hsa04923	5/56	0.5778710767133368175763052931870333850383758544921875	0.99999999956408114343275883584283292293548583984375	0.4369389220771784376751156742102466523647308349609375	0.999999966826454311785710160620510578155517578125	1.658206510193848	-0.9093678886696221	ADCY9;PDE3B;AKT3;PIK3R1;PRKACB
Amyotrophic lateral sclerosis (ALS)_Homo sapiens_hsa05014	3/51	0.8508209622584026465830220331554301083087921142578125	0.99999999956408114343275883584283292293548583984375	0.74745541099447321276016964475275017321109771728515625	0.999999966826454311785710160620510578155517578125	5.980575088115137	-0.9661831823860865	PPP3R1;PPP3CC;BCL2
Glycerolipid metabolism_Homo sapiens_hsa00561	4/59	0.79141437010432824639138971178908832371234893798828125	0.99999999956408114343275883584283292293548583984375	0.6623888263045600854894701114972122013568878173828125	0.999999966826454311785710160620510578155517578125	4.275583238358806	-1.0002025464203048	DGKE;DGKA;DGKQ;LPIN1
Acute myeloid leukemia_Homo sapiens_hsa05221	4/57	0.76838661361708704422568416703143157064914703369140625	0.99999999956408114343275883584283292293548583984375	0.63704983342346910291098538436926901340484619140625	0.999999966826454311785710160620510578155517578125	3.812453473177288	-1.0044376438424818	LEF1;AKT3;TCF7;PIK3R1
NOD-like receptor signaling pathway_Homo sapiens_hsa04621	4/57	0.76838661361708704422568416703143157064914703369140625	0.99999999956408114343275883584283292293548583984375	0.63704983342346910291098538436926901340484619140625	0.999999966826454311785710160620510578155517578125	3.875073375595091	-1.0209356254400814	MAPK8;CASP8;CCL5;NLRP1
Hedgehog signaling pathway_Homo sapiens_hsa04340	3/50	0.84120978278192148902547842226340435445308685302734375	0.99999999956408114343275883584283292293548583984375	0.73588697655776480477385348422103561460971832275390625	0.999999966826454311785710160620510578155517578125	5.960414331358108	-1.0306403095465015	PTCH1;BTRC;PRKACB
Phototransduction_Homo sapiens_hsa04744	1/27	0.92235045401058035619001884697354398667812347412109375	0.99999999956408114343275883584283292293548583984375	0.872948172990678727956037619151175022125244140625	0.999999966826454311785710160620510578155517578125	13.230259987090665	-1.069402254539269	RGS9
Non-small cell lung cancer_Homo sapiens_hsa05223	4/56	0.7561468432955813501195052594994194805622100830078125	0.99999999956408114343275883584283292293548583984375	0.62392780644254453026320561548345722258090972900390625	0.999999966826454311785710160620510578155517578125	3.904283898454242	-1.0913242034972181	AKT3;PIK3R1;PLCG1;STK4
Endometrial cancer_Homo sapiens_hsa05213	4/52	0.7021899902182788810733882201020605862140655517578125	0.99999999956408114343275883584283292293548583984375	0.568544513345982327479077866883017122745513916015625	0.999999966826454311785710160620510578155517578125	3.1013740525854705	-1.0964947357701345	LEF1;AKT3;TCF7;PIK3R1
Malaria_Homo sapiens_hsa05144	5/49	0.456937301487872760130670712896971963346004486083984375	0.99999999956408114343275883584283292293548583984375	0.3362873218340727277109181159175932407379150390625	0.999999966826454311785710160620510578155517578125	1.43706647045234	-1.1255235274341584	CD40LG;KLRB1;CD81;SDC2;ITGAL
Lysine degradation_Homo sapiens_hsa00310	4/52	0.7021899902182788810733882201020605862140655517578125	0.99999999956408114343275883584283292293548583984375	0.568544513345982327479077866883017122745513916015625	0.999999966826454311785710160620510578155517578125	3.3912247991181523	-1.198971835385764	COLGALT2;KMT2A;SETMAR;WHSC1L1
Vibrio cholerae infection_Homo sapiens_hsa05110	4/51	0.68743091093630948051895757089368999004364013671875	0.99999999956408114343275883584283292293548583984375	0.55401191420425355271817124958033673465251922607421875	0.999999966826454311785710160620510578155517578125	3.2350780870833162	-1.2124876872939987	ATP6V1G1;ADCY9;PLCG1;PRKACB
Fanconi anemia pathway_Homo sapiens_hsa03460	5/53	0.52764471494652553928972338326275348663330078125	0.99999999956408114343275883584283292293548583984375	0.39393048749412507003597738730604760348796844482421875	0.999999966826454311785710160620510578155517578125	1.9121290289010338	-1.2224854868799193	WDR48;REV1;REV3L;ATR;FANCF
Endocrine and other factor-regulated calcium reabsorption_Homo sapiens_hsa04961	5/47	0.420451324089335221056984437382197938859462738037109375	0.99999999956408114343275883584283292293548583984375	0.30769284248637818190985626642941497266292572021484375	0.999999966826454311785710160620510578155517578125	1.4289186894091679	-1.2380531095695586	ADCY9;ATP2B1;ATP1A1;PLCB1;PRKACB
Mineral absorption_Homo sapiens_hsa04978	4/51	0.68743091093630948051895757089368999004364013671875	0.99999999956408114343275883584283292293548583984375	0.55401191420425355271817124958033673465251922607421875	0.999999966826454311785710160620510578155517578125	3.4722691585179843	-1.3013854653101988	TRPM7;ATP1A1;ATP2B1;HMOX2
